Job Title,Company Name,Location,Job Type
"SENIOR SOFTWARE ENGINEER, BACKEND (JAVA, AUTHORIZATIONS)",Capital One,"Chicago, Illinois, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACKEND (JAVA, AUTHORIZATIONS)",Capital One,"Baltimore, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACKEND (JAVA, AUTHORIZATIONS)",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - CARD TECH",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - CARD TECH",Capital One,"Dover, Delaware, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - CARD TECH",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END, BANK TECH",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEER, FULL STACK",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEER, FULL STACK",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEER, FULL STACK",Capital One,"Charlottesville, Virginia, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEER, FULL STACK",Capital One,"Charlottesville, Virginia, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEER, FULL STACK",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEER, FULL STACK",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEER, FULL STACK",Capital One,"Dover, Delaware, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER, BACK END",Capital One,"Harrisonburg, Virginia, USA",Full-time
SENIOR SOFTWARE ENGINEER,Capital One,"Baltimore, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACKEND - KEY MANAGEMENT",Capital One,"Charlottesville, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER (BACK END), BANK TECH",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER (BACK END), BANK TECH",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER (BACK END), BANK TECH",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (BANK TECH)",Capital One,"Richmond, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (BANK TECH)",Capital One,"Dover, Delaware, USA",Full-time
"SENIOR SOFTWARE ENGINEER (BACK END), BANK TECH",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER (BACK END), BANK TECH",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER (BACK END), BANK TECH",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER (BACK END), BANK TECH",Capital One,"Charlottesville, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER (BACK END), BANK TECH",Capital One,"Baltimore, Maryland, USA",Full-time
Data Scientist,Unreal Gigs,"San Francisco, California, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACKEND (JAVA, AUTHORIZATIONS)",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACKEND (JAVA, AUTHORIZATIONS)",Capital One,"McLean, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACKEND (JAVA, AUTHORIZATIONS)",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACKEND (JAVA, AUTHORIZATIONS)",Capital One,"Richmond, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACKEND (JAVA, AUTHORIZATIONS)",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACKEND (JAVA, AUTHORIZATIONS)",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACKEND (JAVA, AUTHORIZATIONS)",Capital One,"Dover, Delaware, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END - CARD TECH",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, BACK END",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, BACK END (PEOPLE LEADER)",Capital One,"Richmond, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER (PYTHON, SPARK, AWS)",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER (PYTHON, SPARK, AWS)",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER (PYTHON, SPARK, AWS)",Capital One,"Baltimore, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER (PYTHON, SPARK, AWS)",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER (PYTHON, SPARK, AWS)",Capital One,"Richmond, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER (PYTHON, SPARK, AWS)",Capital One,"Charlottesville, Virginia, USA",Full-time
Microservices Engineer,Canonical - Jobs,"Remote or Montreal, Quebec, Canada",Full-time
Microservices Engineer,Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
Systems Integration Specialist,Korhorn Financial Group Inc,"Edwardsburg, Michigan, USA",Full-time
Director of Motion Planning Research,"PlusAi, Inc","Santa Clara, California, USA",Full-time
Sr. Platform Architect III,Mount Indie,"Reston, Virginia, USA",Full-time
Senior Software Engineering Manager,Jobot,"Los Angeles, California, USA",Full-time
Site Reliability Engineer,Hamdan Resources,"Centreville, Virginia, USA",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or Trois-Rivières, Quebec, Canada",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or Moncton, New Brunswick, Canada",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or Montreal, Quebec, Canada",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or Spokane, Washington, USA",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or St. John's, Newfoundland and Labrador, Canada",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or Las Vegas, Nevada, USA",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or Laval, Quebec, Canada",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or Gatineau, Quebec, Canada",Full-time
Software Engineer - Python and K8s,Canonical - Jobs,"Remote or Almont, Colorado, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BANK TECH (JAVA, GOLANG, AWS)",Capital One,"McLean, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (JAVA, AWS)",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (JAVA, AWS)",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG)",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG)",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG)",Capital One,"Waco, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG)",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG)",Capital One,"Paris, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG)",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG)",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG)",Capital One,"Fort Worth, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG)",Capital One,"Dover, Delaware, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG)",Capital One,"Charlottesville, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (GOLANG)",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Baltimore, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Charlottesville, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, BACK END",Capital One,"Salisbury, Maryland, USA",Full-time
"LEAD SOFTWARE ENGINEER, BACK END - CARD TECH",Capital One,"York, Pennsylvania, USA",Full-time
"LEAD SOFTWARE ENGINEER, BACK END - CARD TECH",Capital One,"Salisbury, Maryland, USA",Full-time
"LEAD SOFTWARE ENGINEER, BACK END - CARD TECH",Capital One,"Harrisonburg, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, BACK END - CARD TECH",Capital One,"Richmond, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, BACK END - CARD TECH",Capital One,"Fredericksburg, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, BACK END - CARD TECH",Capital One,"Dover, Delaware, USA",Full-time
NASA System Verification and Validation Engineer,MRI Technologies,"Houston, Texas, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER (BUILDING STRATEGIC ROADMAPS, EXECUTING COMPLEX SOLUTIONS, PYTHON, AWS, SPARK)",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER (BUILDING STRATEGIC ROADMAPS, EXECUTING COMPLEX SOLUTIONS, PYTHON, AWS, SPARK)",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER (BUILDING STRATEGIC ROADMAPS, EXECUTING COMPLEX SOLUTIONS, PYTHON, AWS, SPARK)",Capital One,"Baltimore, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Paris, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Harrisonburg, Virginia, USA",Full-time
"MANAGER, SOFTWARE ENGINEERING, BACK END",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER (BUILDING STRATEGIC ROADMAPS, EXECUTING COMPLEX SOLUTIONS, PYTHON, AWS, SPARK)",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER (BUILDING STRATEGIC ROADMAPS, EXECUTING COMPLEX SOLUTIONS, PYTHON, AWS, SPARK)",Capital One,"Dover, Delaware, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER (BUILDING STRATEGIC ROADMAPS, EXECUTING COMPLEX SOLUTIONS, PYTHON, AWS, SPARK)",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER (BUILDING STRATEGIC ROADMAPS, EXECUTING COMPLEX SOLUTIONS, PYTHON, AWS, SPARK)",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER (BUILDING STRATEGIC ROADMAPS, EXECUTING COMPLEX SOLUTIONS, PYTHON, AWS, SPARK)",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER (BUILDING STRATEGIC ROADMAPS, EXECUTING COMPLEX SOLUTIONS, PYTHON, AWS, SPARK)",Capital One,"McLean, Virginia, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER (BUILDING STRATEGIC ROADMAPS, EXECUTING COMPLEX SOLUTIONS, PYTHON, AWS, SPARK)",Capital One,"Richmond, Virginia, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER (BUILDING STRATEGIC ROADMAPS, EXECUTING COMPLEX SOLUTIONS, PYTHON, AWS, SPARK)",Capital One,"Charlottesville, Virginia, USA",Full-time
Data Analyst,Bold Commerce,"Remote or Almont, Colorado, USA",Full-time
Demographic Data Analyst,ITR,"Oak Ridge, Tennessee, USA",Full-time
.NET Developer,Ziply Fiber,"Remote or Kirkland, Washington, USA",Full-time
Principal Platform Engineer II,SPECTRUM,"Greenwood Village, Colorado, USA",Full-time
Software Developer II/Analytics,COMTECH TELECOMMUNICATIONS,"Gatineau, Quebec, Canada",Full-time
SR. LEAD SOFTWARE ENGINEER,Capital One,"York, Pennsylvania, USA",Full-time
SR. LEAD SOFTWARE ENGINEER,Capital One,"Washington, District of Columbia, USA",Full-time
SR. LEAD SOFTWARE ENGINEER,Capital One,"Charlottesville, Virginia, USA",Full-time
SR. LEAD SOFTWARE ENGINEER,Capital One,"Salisbury, Maryland, USA",Full-time
SR. LEAD SOFTWARE ENGINEER,Capital One,"Richmond, Virginia, USA",Full-time
SR. LEAD SOFTWARE ENGINEER,Capital One,"Dover, Delaware, USA",Full-time
SR. LEAD SOFTWARE ENGINEER,Capital One,"Harrisonburg, Virginia, USA",Full-time
SR. LEAD SOFTWARE ENGINEER,Capital One,"Fredericksburg, Virginia, USA",Full-time
SR. LEAD SOFTWARE ENGINEER,Capital One,"Baltimore, Maryland, USA",Full-time
SR. LEAD SOFTWARE ENGINEER,Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK",Capital One,"Waco, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK",Capital One,"Fort Worth, Texas, USA",Full-time
Senior Software Engineer - Feeds Business Intelligence,Bloomberg,"New York, New York, USA",Full-time
MASTER CYBERSPACE CAPABILITY SOFTWARE DEVELOPER,Air Force Civilian Service,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, SERVICING PLATFORMS (FULL STACK)",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, SERVICING PLATFORMS (FULL STACK)",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, SERVICING PLATFORMS (FULL STACK)",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR SOFTWARE ENGINEER, SERVICING PLATFORMS (FULL STACK)",Capital One,"New York, New York, USA",Full-time
"SENIOR SOFTWARE ENGINEER, SERVICING PLATFORMS (FULL STACK)",Capital One,"Cambridge, Massachusetts, USA",Full-time
"SENIOR SOFTWARE ENGINEER, SERVICING PLATFORMS (FULL STACK)",Capital One,"Richmond, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, SERVICING PLATFORMS (FULL STACK)",Capital One,"McLean, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, SERVICING PLATFORMS (FULL STACK)",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, SERVICING PLATFORMS (FULL STACK)",Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, SERVICING PLATFORMS (FULL STACK)",Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, SERVICING PLATFORMS (FULL STACK)",Capital One,"Charlottesville, Virginia, USA",Full-time
SENIOR SOFTWARE ENGINEER (JAVA),Capital One,"New York, New York, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (CORE BACK END JAVA)",Capital One,"Wichita Falls, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (CORE BACK END JAVA)",Capital One,"Longview, Texas, USA",Full-time
SENIOR SOFTWARE ENGINEER- FULL STACK/BACK END (ENTERPRISE PLATFORMS TECHNOLOGY),Capital One,"Harrisonburg, Virginia, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END (JAVA, AWS)",Capital One,"Wichita Falls, Texas, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, FULL STACK (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Wichita Falls, Texas, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, FULL STACK (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Waco, Texas, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, FULL STACK (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Fort Worth, Texas, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Longview, Texas, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK",Capital One,"Dover, Delaware, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK",Capital One,"Baltimore, Maryland, USA",Full-time
"SR MANAGER, SOFTWARE ENGINEERING, FULL STACK",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR SOFTWARE ENGINEER, FULL STACK (GO)",Capital One,"Fredericksburg, Virginia, USA",Full-time
SENIOR SOFTWARE ENGINEER (FULL STACK),Capital One,"Dover, Delaware, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, BACK END (PEOPLE LEADER) -IFX TEAM",Capital One,"Salisbury, Maryland, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, BACK END (PEOPLE LEADER) -IFX TEAM",Capital One,"Washington, District of Columbia, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, BACK END (PEOPLE LEADER) -IFX TEAM",Capital One,"New York, New York, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, BACK END (PEOPLE LEADER) -IFX TEAM",Capital One,"Richmond, Virginia, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, BACK END (PEOPLE LEADER) -IFX TEAM",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, BACK END (PEOPLE LEADER) -IFX TEAM",Capital One,"Charlottesville, Virginia, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, BACK END (PEOPLE LEADER) -IFX TEAM",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING, BACK END (PEOPLE LEADER) -IFX TEAM",Capital One,"Harrisonburg, Virginia, USA",Full-time
"MANAGER, SOFTWARE ENGINEERING, BACK END (JAVA, AWS, GOLANG)",Capital One,"Fredericksburg, Virginia, USA",Full-time
"MANAGER, SOFTWARE ENGINEERING, BACK END (JAVA, AWS, GOLANG)",Capital One,"Baltimore, Maryland, USA",Full-time
Legal Data Analyst,Jobot,"Los Angeles, California, USA",Full-time
SENIOR SOFTWARE ENGINEER (FULL STACK),Capital One,"Fredericksburg, Virginia, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING (JAVA, AWS)",Capital One,"Paris, Texas, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING (JAVA, AWS)",Capital One,"Wichita Falls, Texas, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING (JAVA, AWS)",Capital One,"Longview, Texas, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING (JAVA, AWS)",Capital One,"Waco, Texas, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEERING (JAVA, AWS)",Capital One,"Fort Worth, Texas, USA",Full-time
"SENIOR LEAD SOFTWARE ENGINEER, FULL STACK",Capital One,"Annapolis, Maryland, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Waco, Texas, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK (ENTERPRISE PLATFORMS TECHNOLOGY)",Capital One,"Fort Worth, Texas, USA",Full-time
Application Security Engineer,NinjaJobs,"Maryland, USA",Full-time
IT Manager- Global MES,Martinrea International Inc.,"Concord, New Hampshire, USA",Full-time
"Systems Designer, Threat Exploitation",Allen Vanguard,"Almont, Colorado, USA",Full-time
"LEAD SOFTWARE ENGINEER, BACK END (JAVA, AWS)",Capital One,"Salisbury, Maryland, USA",Full-time
"LEAD SOFTWARE ENGINEER, BACK END (JAVA, AWS)",Capital One,"Fredericksburg, Virginia, USA",Full-time
Data Engineer,Metas Solutions,"Atlanta, Georgia, USA",Full-time
Database Administrator,JPI,"Bastian, Virginia, USA",Full-time
Intern - Data Analyst (Spring 2025) - In-Person Only,Navigant Credit Union,"Smithfield, Rhode Island, USA",Full-time
ML Engineer,iSoftTek Solutions Inc,"Charlotte, North Carolina, USA",Full-time
Back End Engineer - Assistant Vice President / Vice President,iCapital,"New York, New York, USA",Full-time
Senior Data Scientist,Float Financial Solutions Inc.,"Almont, Colorado, USA",Full-time
"DIRECTOR, SOFTWARE ENGINEERING - CLOUD GOVERNANCE & SITE RELIABILITY ENGINEERING (SRE)",Capital One,"Paris, Texas, USA",Full-time
"DIRECTOR, SOFTWARE ENGINEERING - CLOUD GOVERNANCE & SITE RELIABILITY ENGINEERING (SRE)",Capital One,"Waco, Texas, USA",Full-time
"DIRECTOR, SOFTWARE ENGINEERING - CLOUD GOVERNANCE & SITE RELIABILITY ENGINEERING (SRE)",Capital One,"Wichita Falls, Texas, USA",Full-time
"DIRECTOR, SOFTWARE ENGINEERING - CLOUD GOVERNANCE & SITE RELIABILITY ENGINEERING (SRE)",Capital One,"Longview, Texas, USA",Full-time
"ML COMPILER ENGINEER II - AUTOMATED REASONING SCIENCE, ANNAPURNA LABS","Amazon Development Center U.S., Inc.","Kenmore, Washington, USA",Full-time
"ML COMPILER ENGINEER II - AUTOMATED REASONING SCIENCE, ANNAPURNA LABS","Amazon Development Center U.S., Inc.","Federal Way, Washington, USA",Full-time
"DIRECTOR, SOFTWARE ENGINEERING - CLOUD GOVERNANCE & SITE RELIABILITY ENGINEERING (SRE)",Capital One,"Fort Worth, Texas, USA",Full-time
Sr. SW R&D Engineer,"Koh Young America, Inc.","Duluth, Georgia, USA",Full-time
"Platform Infrastructure Cloud, SRE Engineer - Vice President",iCapital,"New York, New York, USA",Full-time
"SENIOR SOFTWARE ENGINEER, BACK END",Capital One,"Fort Worth, Texas, USA",Full-time
"SENIOR BACK END ENGINEER (JAVA, SPRING, GRAPHQL, AWS)",Capital One,"York, Pennsylvania, USA",Full-time
"SENIOR BACK END ENGINEER (JAVA, SPRING, GRAPHQL, AWS)",Capital One,"Annapolis, Maryland, USA",Full-time
"MANAGER, SOFTWARE ENGINEERING, FULL STACK",Capital One,"Washington, District of Columbia, USA",Full-time
"MANAGER, SOFTWARE ENGINEERING, FULL STACK",Capital One,"Salisbury, Maryland, USA",Full-time
"MANAGER, SOFTWARE ENGINEERING, FULL STACK",Capital One,"Dover, Delaware, USA",Full-time
"MANAGER, SOFTWARE ENGINEERING, FULL STACK",Capital One,"Charlottesville, Virginia, USA",Full-time
"MANAGER, SOFTWARE ENGINEERING, FULL STACK",Capital One,"Baltimore, Maryland, USA",Full-time
"MANAGER, SOFTWARE ENGINEERING, FULL STACK",Capital One,"Annapolis, Maryland, USA",Full-time
LEAD SOFTWARE ENGINEER,Capital One,"New York, New York, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULLSTACK",Capital One,"York, Pennsylvania, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK",Capital One,"York, Pennsylvania, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULLSTACK",Capital One,"Salisbury, Maryland, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULLSTACK",Capital One,"Richmond, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK (JAVA)",Capital One,"Salisbury, Maryland, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK (JAVA)",Capital One,"Richmond, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK (JAVA)",Capital One,"Charlottesville, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULLSTACK",Capital One,"Harrisonburg, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULLSTACK",Capital One,"Charlottesville, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK, BANK TECH",Capital One,"York, Pennsylvania, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK, BANK TECH",Capital One,"Washington, District of Columbia, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK, BANK TECH",Capital One,"Salisbury, Maryland, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK, BANK TECH",Capital One,"Richmond, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK, BANK TECH",Capital One,"Dover, Delaware, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK, BANK TECH",Capital One,"Baltimore, Maryland, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK, BANK TECH",Capital One,"Annapolis, Maryland, USA",Full-time
"SENIOR MANAGER, SOFTWARE ENGINEER",Capital One,"New York, New York, USA",Full-time
"MANAGER, SOFTWARE ENGINEERING, FULL STACK",Capital One,"Richmond, Virginia, USA",Full-time
"LEAD SOFTWARE ENGINEER, FULL STACK",Capital One,"Washington, District of Columbia, USA",Full-time
"LEAD, SOFTWARE ENGINEER, FULL STACK (JAVASCRIPT, TYPESCRIPT)",Capital One,"Washington, District of Columbia, USA",Full-time
"LEAD, SOFTWARE ENGINEER, FULL STACK (JAVASCRIPT, TYPESCRIPT)",Capital One,"York, Pennsylvania, USA",Full-time
"LEAD, SOFTWARE ENGINEER, FULL STACK (JAVASCRIPT, TYPESCRIPT)",Capital One,"Salisbury, Maryland, USA",Full-time
"LEAD, SOFTWARE ENGINEER, FULL STACK (JAVASCRIPT, TYPESCRIPT)",Capital One,"Baltimore, Maryland, USA",Full-time
"LEAD, SOFTWARE ENGINEER, FULL STACK (JAVASCRIPT, TYPESCRIPT)",Capital One,"Dover, Delaware, USA",Full-time
"LEAD, SOFTWARE ENGINEER, FULL STACK (JAVASCRIPT, TYPESCRIPT)",Capital One,"Charlottesville, Virginia, USA",Full-time
"LEAD, SOFTWARE ENGINEER, FULL STACK (JAVASCRIPT, TYPESCRIPT)",Capital One,"Richmond, Virginia, USA",Full-time
"LEAD, SOFTWARE ENGINEER, FULL STACK (JAVASCRIPT, TYPESCRIPT)",Capital One,"Annapolis, Maryland, USA",Full-time
